# Test Config Name: RvRvO 5G US
# Application: Throughput
# Duration: 30
# Estimated Duration: 6097 [s]
# Settling Time: 5
# Reporting Interval: 1
# Traffic Pair 1 (Traffic 1): From: 192.168.1.50@PL5-90130-05 (192.168.1.50) To: 192.168.1.28@server (192.168.1.28)
# Pal Endpoint 1: 192.168.1.50 (192.168.1.50@PL5-90130-05)
# Pal Stats Endpoint 1: 169.254.26.5
# Attenuation 1: 169.254.20.11 (Pal5)
# Turntable 1: 169.254.24.7 (TT)
# CSV Format Version: 1.0

Test Run, Time [ms], Position [Deg], Attenuation 1 [dB], MPE State, Traffic Pair 1 Protocol, Traffic Pair 1 Throughput [Mbps], Traffic Pair 1 Jitter [ms], Traffic Pair 1 Packets, Traffic Pair 1 Lost Packets, Traffic Pair 1 Lost Percent [%], Test Status, Pal Stats Endpoint 1 Mode, Pal Stats Endpoint 1 Association Status, Pal Stats Endpoint 1 Association Channel, Pal Stats Endpoint 1 Control Rssi [dBm], Pal Stats Endpoint 1 Data Rssi [dBm], Pal Stats Endpoint 1 Rx Rate [Mbps], Pal Stats Endpoint 1 Tx Rate [Mbps], Pal Stats Endpoint 1 Congestion [%], Pal Stats Endpoint 1 vsta Association Count, Pal Stats Endpoint 1 vsta Total Count, Pal Stats Endpoint 1 BSSID, Pal Stats Endpoint 1 Downlink, Pal Stats Endpoint 1 Uplink, Pal Stats Endpoint 1 Cumulative Throughput, Pal Stats Endpoint 1 Ch0 Rssi, Pal Stats Endpoint 1 Ch1 Rssi, Pal Stats Endpoint 1 Ch2 Rssi, Pal Stats Endpoint 1 Ch3 Rssi, Pal Stats Endpoint 1 Scanning Channel, Pal Stats Endpoint 1 RxBw [MHz], Pal Stats Endpoint 1 TxBw [MHz], Pal Stats Endpoint 1 RxBw Packet Count, Pal Stats Endpoint 1 TxBw Packet Count, Pal Stats Endpoint 1 RxNss, Pal Stats Endpoint 1 TxNss, Pal Stats Endpoint 1 RxNss Packet Count, Pal Stats Endpoint 1 TxNss Packet Count, Pal Stats Endpoint 1 RxMCS, Pal Stats Endpoint 1 TxMCS, Pal Stats Endpoint 1 RxMCS Count, Pal Stats Endpoint 1 TxMCS Count
1, 1846000, 120, 24, #N/A, TCP, 246, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 94.36, 1, 1, 70:0b:01:f6:48:87, 0, 277, 277, -86, -87, -82, -84, #N/A, 80, 80, 2, 517, 3, 3, 2, 513, 4, 3, 20, 510
1, 1847000, 120, 24, #N/A, TCP, 254, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.43, 1, 1, 70:0b:01:f6:48:87, 0, 253, 253, -84, -86, -81, -82, #N/A, 80, 80, 96, 718, 3, 3, 89, 712, 3, 3, 63, 707
1, 1848000, 120, 24, #N/A, TCP, 250, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 234, 351, 94.35, 1, 1, 70:0b:01:f6:48:87, 0, 278, 278, -84, -86, -82, -83, #N/A, 80, 80, 8, 509, 3, 3, 5, 505, 4, 3, 27, 502
1, 1849000, 120, 24, #N/A, TCP, 253, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 94.35, 1, 1, 70:0b:01:f6:48:87, 0, 256, 256, -85, -87, -82, -83, #N/A, 80, 80, 81, 720, 2, 3, 48, 714, 3, 3, 29, 706
1, 1850000, 120, 24, #N/A, TCP, 246, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 94.38, 1, 1, 70:0b:01:f6:48:87, 0, 276, 276, -86, -86, -83, -83, #N/A, 80, 80, 1, 524, 3, 3, 32, 520, 4, 3, 29, 516
1, 1851000, 120, 24, #N/A, TCP, 261, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.7, 1, 1, 70:0b:01:f6:48:87, 0, 259, 259, -85, -85, -82, -83, #N/A, 80, 80, 125, 724, 2, 3, 114, 718, 4, 3, 68, 714
1, 1852000, 120, 24, #N/A, TCP, 246, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.89, 1, 1, 70:0b:01:f6:48:87, 0, 272, 272, -85, -86, -81, -83, #N/A, 80, 80, 50, 496, 2, 3, 49, 492, 4, 3, 35, 488
1, 1853000, 120, 24, #N/A, TCP, 261, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.63, 1, 1, 70:0b:01:f6:48:87, 0, 265, 265, -84, -86, -81, -83, #N/A, 80, 80, 97, 738, 2, 3, 90, 732, 4, 3, 71, 727
1, 1854000, 120, 24, #N/A, TCP, 257, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 195, 351, 94.31, 1, 1, 70:0b:01:f6:48:87, 0, 273, 273, -85, -86, -81, -83, #N/A, 80, 80, 52, 490, 2, 3, 49, 486, 5, 3, 43, 483
1, 1855000, 120, 24, #N/A, TCP, 237, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.43, 1, 1, 70:0b:01:f6:48:87, 0, 267, 267, -85, -86, -82, -83, #N/A, 80, 80, 22, 761, 2, 3, 22, 755, 7, 3, 22, 750
1, 1856000, 120, 24, #N/A, TCP, 260, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.82, 1, 1, 70:0b:01:f6:48:87, 1, 259, 260, -85, -87, -82, -83, #N/A, 80, 80, 117, 465, 2, 3, 114, 461, 4, 3, 90, 458
1, 1857000, 120, 24, #N/A, TCP, 238, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.4, 1, 1, 70:0b:01:f6:48:87, 0, 272, 272, -84, -86, -82, -83, #N/A, 80, 80, 14, 762, 2, 3, 14, 756, 5, 3, 21, 751
1, 1858000, 120, 24, #N/A, TCP, 259, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 195, 351, 93.81, 1, 1, 70:0b:01:f6:48:87, 1, 254, 255, -85, -85, -82, -82, #N/A, 80, 80, 129, 464, 2, 3, 126, 460, 4, 3, 106, 457
1, 1859000, 120, 24, #N/A, TCP, 244, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 94.1, 1, 1, 70:0b:01:f6:48:87, 0, 275, 275, -85, -86, -82, -83, #N/A, 80, 80, 14, 768, 2, 3, 12, 762, 5, 3, 13, 757
1, 1860000, 120, 24, #N/A, TCP, 259, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 93.51, 1, 1, 70:0b:01:f6:48:87, 1, 259, 260, -86, -85, -81, -83, #N/A, 80, 80, 139, 464, 2, 3, 131, 460, 4, 3, 83, 457
1, 1861000, 120, 24, #N/A, TCP, 243, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 390, 351, 94.11, 1, 1, 70:0b:01:f6:48:87, 0, 276, 276, -85, -86, -82, -83, #N/A, 80, 80, 16, 775, 2, 3, 16, 769, 5, 3, 25, 764
1, 1862000, 120, 24, #N/A, TCP, 256, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -70, -76, 195, 351, 93.74, 1, 1, 70:0b:01:f6:48:87, 1, 253, 254, -84, -86, -82, -83, #N/A, 80, 80, 131, 466, 2, 3, 125, 462, 4, 3, 76, 459
1, 1863000, 120, 27, #N/A, TCP, 167, #N/A, #N/A, #N/A, #N/A, Step, station, Associated, 44-[36 40 44 48], -74, -80, 234, 263, 73.11, 1, 1, 70:0b:01:f6:48:87, 0, 199, 199, -88, -88, -86, -86, #N/A, 80, 80, 61, 645, 2, 3, 59, 615, 4, 3, 36, 486
1, 1864000, 120, 27, #N/A, TCP, 201, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 234, 263, 94.94, 1, 1, 70:0b:01:f6:48:87, 0, 216, 216, -88, -90, -85, -85, #N/A, 80, 80, 3, 435, 3, 4, 9, 453, 5, 2, 34, 428
1, 1865000, 120, 27, #N/A, TCP, 186, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.12, 1, 1, 70:0b:01:f6:48:87, 0, 195, 195, -89, -90, -85, -87, #N/A, 80, 80, 107, 607, 2, 3, 105, 600, 4, 2, 52, 595
1, 1866000, 120, 27, #N/A, TCP, 199, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 260, 263, 94.89, 1, 1, 70:0b:01:f6:48:87, 0, 212, 212, -88, -90, -85, -85, #N/A, 80, 80, 8, 431, 2, 3, 8, 427, 7, 2, 24, 424
1, 1867000, 120, 27, #N/A, TCP, 193, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 234, 263, 93.2, 1, 1, 70:0b:01:f6:48:87, 0, 202, 202, -87, -89, -86, -86, #N/A, 80, 80, 67, 624, 2, 3, 67, 618, 4, 2, 30, 613
1, 1868000, 120, 27, #N/A, TCP, 198, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 260, 263, 94.84, 1, 1, 70:0b:01:f6:48:87, 0, 210, 210, -89, -90, -86, -86, #N/A, 80, 80, 8, 425, 2, 3, 8, 421, 9, 2, 9, 418
1, 1869000, 120, 27, #N/A, TCP, 185, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 260, 263, 92.83, 1, 1, 70:0b:01:f6:48:87, 0, 205, 205, -88, -88, -86, -86, #N/A, 80, 80, 30, 637, 2, 3, 29, 631, 3, 2, 21, 626
1, 1870000, 120, 27, #N/A, TCP, 199, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.3, 1, 1, 70:0b:01:f6:48:87, 1, 201, 202, -88, -89, -86, -86, #N/A, 80, 80, 130, 384, 2, 3, 126, 380, 3, 2, 77, 376
1, 1871000, 120, 27, #N/A, TCP, 195, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.67, 1, 1, 70:0b:01:f6:48:87, 0, 213, 213, -87, -88, -85, -87, #N/A, 80, 80, 16, 647, 2, 3, 16, 641, 4, 2, 37, 636
1, 1872000, 120, 27, #N/A, TCP, 194, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.22, 1, 1, 70:0b:01:f6:48:87, 1, 198, 199, -89, -90, -86, -86, #N/A, 80, 80, 90, 398, 2, 3, 89, 394, 3, 2, 58, 391
1, 1873000, 120, 27, #N/A, TCP, 185, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, #N/A, 263, 94.68, 1, 1, 70:0b:01:f6:48:87, 0, 213, 213, -89, -90, -86, -86, #N/A, 80, 80, 19, 645, 2, 3, 19, 639, 4, 2, 19, 634
1, 1874000, 120, 27, #N/A, TCP, 199, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.25, 1, 1, 70:0b:01:f6:48:87, 1, 192, 193, -88, -89, -85, -86, #N/A, 80, 80, 141, 382, 2, 3, 140, 378, 3, 2, 62, 375
1, 1875000, 120, 27, #N/A, TCP, 186, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.26, 1, 1, 70:0b:01:f6:48:87, 0, 205, 205, -87, -90, -85, -86, #N/A, 80, 80, 75, 624, 2, 3, 71, 618, 4, 2, 58, 613
1, 1876000, 120, 27, #N/A, TCP, 198, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 130, 263, 94.08, 1, 1, 70:0b:01:f6:48:87, 0, 202, 202, -88, -89, -85, -85, #N/A, 80, 80, 90, 396, 2, 3, 82, 392, 3, 2, 51, 389
1, 1877000, 120, 27, #N/A, TCP, 197, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 130, 263, 94.67, 1, 1, 70:0b:01:f6:48:87, 0, 214, 214, -87, -89, -86, -87, #N/A, 80, 80, 8, 635, 3, 3, 13, 629, 4, 2, 22, 624
1, 1878000, 120, 27, #N/A, TCP, 192, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 260, 263, 94.45, 1, 1, 70:0b:01:f6:48:87, 1, 197, 198, -89, -89, -86, -87, #N/A, 80, 80, 101, 404, 2, 3, 97, 400, 3, 2, 62, 397
1, 1879000, 120, 27, #N/A, TCP, 202, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 130, 263, 94.6, 1, 1, 70:0b:01:f6:48:87, 0, 217, 217, -88, -89, -85, -86, #N/A, 80, 80, 9, 656, 2, 3, 9, 650, 4, 2, 25, 645
1, 1880000, 120, 27, #N/A, TCP, 189, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.2, 1, 1, 70:0b:01:f6:48:87, 1, 195, 196, -88, -88, -86, -86, #N/A, 80, 80, 111, 405, 2, 3, 105, 401, 3, 2, 60, 398
1, 1881000, 120, 27, #N/A, TCP, 192, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.72, 1, 1, 70:0b:01:f6:48:87, 0, 214, 214, -89, -89, -86, -87, #N/A, 80, 80, 21, 643, 2, 3, 20, 637, 4, 2, 31, 632
1, 1882000, 120, 27, #N/A, TCP, 186, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 260, 263, 94.99, 1, 1, 70:0b:01:f6:48:87, 0, 203, 203, -89, -88, -85, -86, #N/A, 80, 80, 47, 419, 2, 3, 44, 415, 3, 2, 20, 412
1, 1883000, 120, 27, #N/A, TCP, 195, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.2, 1, 1, 70:0b:01:f6:48:87, 1, 189, 190, -88, -92, -86, -87, #N/A, 80, 80, 151, 574, 2, 3, 146, 568, 4, 2, 73, 563
1, 1884000, 120, 27, #N/A, TCP, 193, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 94.55, 1, 1, 70:0b:01:f6:48:87, 0, 204, 204, -88, -89, -85, -87, #N/A, 80, 80, 46, 423, 2, 3, 45, 419, 3, 2, 35, 416
1, 1885000, 120, 27, #N/A, TCP, 189, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -73, -80, 260, 263, 95, 1, 1, 70:0b:01:f6:48:87, 0, 217, 217, -88, -88, -85, -86, #N/A, 80, 80, 32, 622, 2, 3, 30, 616, 3, 2, 22, 611
1, 1886000, 120, 27, #N/A, TCP, 196, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 130, 263, 94.23, 1, 1, 70:0b:01:f6:48:87, 1, 190, 191, -88, -89, -86, -86, #N/A, 80, 80, 134, 373, 2, 3, 128, 369, 3, 2, 94, 366
1, 1887000, 120, 27, #N/A, TCP, 184, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -74, -80, 130, 263, 94.85, 1, 1, 70:0b:01:f6:48:87, 0, 213, 213, -90, -90, -86, -86, #N/A, 80, 80, 19, 645, 3, 3, 21, 639, 4, 2, 25, 634
1, 1888000, 120, 30, #N/A, TCP, 39, #N/A, #N/A, #N/A, #N/A, Step, station, Associated, 44-[36 40 44 48], -79, -84, 130, 78, 58.01, 1, 1, 70:0b:01:f6:48:87, 1, 77, 78, -91, -93, -90, -90, #N/A, 80, 80, 121, 262, 2, 3, 117, 274, 3, 7, 54, 347
1, 1889000, 120, 30, #N/A, TCP, 50, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 175, 78, 94.61, 1, 1, 70:0b:01:f6:48:87, 0, 59, 59, -92, -93, -90, -90, #N/A, 80, 20, 86, 573, 2, 3, 85, 505, 2, 3, 45, 665
1, 1890000, 120, 30, #N/A, TCP, 55, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -78, -84, 58, 78, 94.34, 1, 1, 70:0b:01:f6:48:87, 0, 59, 59, -94, -93, -89, -89, #N/A, 80, 20, 72, 419, 2, 3, 72, 423, 3, 3, 50, 420
1, 1891000, 120, 30, #N/A, TCP, 55, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 58, 78, 94.71, 1, 1, 70:0b:01:f6:48:87, 0, 60, 60, -92, -94, -92, -91, #N/A, 80, 20, 50, 649, 2, 3, 50, 655, 4, 3, 39, 650
1, 1892000, 120, 30, #N/A, TCP, 53, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 175, 78, 94.88, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -92, -92, -90, -89, #N/A, 80, 20, 14, 425, 2, 3, 14, 429, 5, 3, 21, 426
1, 1893000, 120, 30, #N/A, TCP, 81, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 195, 78, 94.22, 1, 1, 70:0b:01:f6:48:87, 1, 58, 59, -91, -93, -91, -91, #N/A, 80, 20, 128, 624, 2, 3, 124, 631, 2, 3, 86, 626
1, 1894000, 120, 30, #N/A, TCP, 59, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 117, 78, 94.58, 1, 1, 70:0b:01:f6:48:87, 0, 62, 62, -89, -92, -89, -89, #N/A, 80, 20, 9, 448, 2, 3, 9, 452, 3, 3, 17, 449
1, 1895000, 120, 30, #N/A, TCP, 61, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 117, 78, 94.96, 1, 1, 70:0b:01:f6:48:87, 0, 62, 62, -94, -93, -90, -91, #N/A, 80, 20, 8, 676, 2, 3, 8, 682, 2, 3, 5, 677
1, 1896000, 120, 30, #N/A, TCP, 59, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 117, 78, 95.08, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -92, #N/A, -89, -90, #N/A, 80, 20, 1, 455, 3, 3, 4, 459, 2, 3, 1, 456
1, 1897000, 120, 30, #N/A, TCP, 56, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -78, -84, 195, 117, 93.36, 1, 1, 70:0b:01:f6:48:87, 0, 57, 57, -89, -92, -90, -90, #N/A, 80, 20, 101, 633, 2, 3, 97, 639, 2, 3, 55, 634
1, 1898000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 65, 78, 94.78, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -92, -91, -91, -91, #N/A, #N/A, 20, 0, 455, 3, 3, 4, 459, 3, 3, 24, 456
1, 1899000, 120, 30, #N/A, TCP, 59, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 195, 78, 94.73, 1, 1, 70:0b:01:f6:48:87, 0, 62, 62, -92, -94, -89, -90, #N/A, 80, 20, 14, 653, 2, 3, 14, 659, 2, 3, 7, 654
1, 1900000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 117, 78, 94.92, 1, 1, 70:0b:01:f6:48:87, 0, 62, 62, -93, -92, -91, -90, #N/A, 80, 20, 6, 459, 2, 3, 6, 463, 3, 3, 6, 460
1, 1901000, 120, 30, #N/A, TCP, 57, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 195, 78, 94.04, 1, 1, 70:0b:01:f6:48:87, 0, 59, 59, -92, -94, -89, -89, #N/A, 80, 20, 100, 622, 2, 3, 96, 628, 2, 3, 63, 623
1, 1902000, 120, 30, #N/A, TCP, 57, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 195, 78, 94.26, 1, 1, 70:0b:01:f6:48:87, 0, 60, 60, -92, -93, -89, -89, #N/A, 80, 20, 17, 430, 2, 3, 16, 434, 3, 3, 18, 431
1, 1903000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 58, 78, 94.94, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -91, -93, -90, -90, #N/A, 80, 20, 32, 673, 2, 3, 31, 679, 2, 3, 19, 674
1, 1904000, 120, 30, #N/A, TCP, 59, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 117, 78, 95.16, 1, 1, 70:0b:01:f6:48:87, 0, 61, 61, -93, -93, -89, -89, #N/A, 80, 20, 10, 436, 2, 3, 10, 439, 2, 3, 7, 436
1, 1905000, 120, 30, #N/A, TCP, 57, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 175, 78, 94.36, 1, 1, 70:0b:01:f6:48:87, 0, 59, 59, -93, -94, -89, -89, #N/A, 80, 20, 57, 641, 2, 3, 55, 648, 2, 3, 30, 643
1, 1906000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 117, 78, 94.98, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -91, -93, -89, -90, #N/A, 80, 20, 14, 440, 2, 3, 12, 444, 3, 3, 18, 441
1, 1907000, 120, 30, #N/A, TCP, 57, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -78, -84, 234, 78, 94.05, 1, 1, 70:0b:01:f6:48:87, 0, 61, 61, -90, -92, -90, -90, #N/A, 80, 20, 38, 665, 2, 3, 38, 671, 2, 3, 14, 666
1, 1908000, 120, 30, #N/A, TCP, 59, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 195, 78, 94.91, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -91, -93, -89, -90, #N/A, 80, 20, 5, 459, 3, 3, 10, 463, 3, 3, 15, 460
1, 1909000, 120, 30, #N/A, TCP, 55, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 195, 117, 94.05, 1, 1, 70:0b:01:f6:48:87, 0, 57, 57, -92, -93, -89, -90, #N/A, 80, 20, 106, 615, 2, 3, 105, 621, 2, 3, 58, 610
1, 1910000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 175, 78, 94.87, 1, 1, 70:0b:01:f6:48:87, 0, 64, 64, -92, -93, -90, -91, #N/A, 80, 20, 3, 458, 2, 3, 3, 462, 3, 3, 21, 459
1, 1911000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -79, -84, 58, 162, 95.03, 1, 1, 70:0b:01:f6:48:87, 0, 63, 63, -92, -92, -91, -88, #N/A, 80, 20, 13, 668, 2, 3, 13, 675, 2, 3, 7, 670
1, 1912000, 120, 30, #N/A, TCP, 60, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -78, -84, 117, 78, 95.01, 1, 1, 70:0b:01:f6:48:87, 0, 62, 62, -93, -91, -89, -90, #N/A, 80, 20, 10, 455, 2, 3, 10, 459, 2, 3, 5, 456
1, 1913000, 120, 33, #N/A, TCP, 41, #N/A, #N/A, #N/A, #N/A, Step, station, Associated, 44-[36 40 44 48], -81, -86, 117, 58, 91.77, 1, 1, 70:0b:01:f6:48:87, 0, 47, 47, #N/A, -94, -92, -92, #N/A, 80, 20, 100, 611, 2, 3, 100, 606, 2, 3, 55, 434
1, 1914000, 120, 33, #N/A, TCP, 46, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -82, -87, 58, 58, 95.29, 1, 1, 70:0b:01:f6:48:87, 0, 48, 48, -93, -93, -90, -93, #N/A, 80, 20, 5, 416, 2, 3, 5, 420, 3, 2, 13, 417
1, 1915000, 120, 33, #N/A, TCP, 45, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -82, -87, 58, 58, 95.01, 1, 1, 70:0b:01:f6:48:87, 0, 47, 47, -94, -93, -91, -93, #N/A, 80, 20, 30, 605, 2, 3, 30, 611, 1, 2, 15, 606
1, 1916000, 120, 33, #N/A, TCP, 43, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -81, -87, 58, 58, 94.89, 1, 1, 70:0b:01:f6:48:87, 0, 45, 45, #N/A, -92, -92, -91, #N/A, 80, 20, 23, 389, 2, 3, 23, 393, 2, 2, 15, 390
1, 1917000, 120, 33, #N/A, TCP, 47, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -82, -87, 58, 58, 95.02, 1, 1, 70:0b:01:f6:48:87, 0, 48, 48, #N/A, -94, -90, -93, #N/A, 80, 20, 15, 601, 2, 3, 15, 607, 2, 2, 6, 602
1, 1918000, 120, 33, #N/A, TCP, 46, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -81, -87, 58, 58, 95.45, 1, 1, 70:0b:01:f6:48:87, 0, 48, 48, -93, #N/A, -91, -92, #N/A, #N/A, 20, 0, 411, 4, 3, 2, 416, 3, 2, 1, 413
1, 1919000, 120, 33, #N/A, TCP, 45, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -82, -87, 130, 58, 95.14, 1, 1, 70:0b:01:f6:48:87, 0, 48, 48, -94, -94, -92, -93, #N/A, 80, 20, 13, 609, 2, 3, 13, 615, 0, 2, 5, 610
1, 1920000, 120, 33, #N/A, TCP, 44, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -82, -88, 117, 58, 94.56, 1, 1, 70:0b:01:f6:48:87, 0, 44, 44, -93, -93, -91, -92, #N/A, 80, 20, 53, 377, 2, 3, 53, 381, 1, 2, 34, 378
1, 1921000, 120, 33, #N/A, TCP, 46, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -81, -87, 58, 58, 95.03, 1, 1, 70:0b:01:f6:48:87, 0, 48, 48, -92, #N/A, -93, -92, #N/A, 80, 20, 20, 614, 2, 3, 20, 620, 2, 2, 14, 615
